Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID
19	34396315	34409364	ENSG00000266953
19	45485289	45497061	ENSG00000125744
1	207645113	207738416	ENSG00000197721
19	34359480	34402413	ENSG00000105220
2	184598366	184939492	ENSG00000170396
12	49127782	49131397	ENSG00000123416
22	41621119	41664048	ENSG00000196419
X	51490011	51496596	ENSG00000196368
11	64316460	64318084	ENSG00000173113
X	51617024	51618968	ENSG00000224109
X	51681212	51682831	ENSG00000283093
17	59940908	59973101	ENSG00000267318
4	185018841	185020804	ENSG00000187821
3	138947234	138953451	ENSG00000206262
22	38219291	38273034	ENSG00000198792
19	48872392	48876057	ENSG00000087074
4	118033618	118258648	ENSG00000164100
CHR_HSCHR6_MHC_QBL_CTG1	32111042	32121288	ENSG00000206329
13	27251309	27256691	ENSG00000122026
8	81657961	81686693	ENSG00000133731
1	207752057	207795513	ENSG00000117335
19	42313325	42325062	ENSG00000167619
12	54948018	54984746	ENSG00000135426
20	63707465	63736142	ENSG00000197114
17	78174075	78187233	ENSG00000167900
11	59878809	59896481	ENSG00000285231
CHR_HSCHR6_MHC_DBB_CTG1	30898953	30917183	ENSG00000230985
17	38800434	38825481	ENSG00000273559
CHR_HSCHR6_MHC_SSTO_CTG1	31159218	31165590	ENSG00000237582
19	35533412	35545316	ENSG00000105679
9	135604345	135618952	ENSG00000236543
X	51710512	51712131	ENSG00000223591
14	70907405	71115382	ENSG00000100731
9	135623656	135639540	ENSG00000204007
4	40191053	40246967	ENSG00000168421
16	67842082	67844195	ENSG00000168286
2	10783391	10837977	ENSG00000143870
1	85265776	85276904	ENSG00000142867
1	35869808	35930528	ENSG00000092847
20	62816244	62841159	ENSG00000092758
16	67828157	67847811	ENSG00000102901
CHR_HSCHR6_MHC_DBB_CTG1	32268544	32347428	ENSG00000226892
19	45488777	45502510	ENSG00000213889
2	138501801	138573547	ENSG00000144228
19	40319536	40348527	ENSG00000160392
10	93667883	93702572	ENSG00000148690
6	31158542	31167159	ENSG00000137310
19	35545595	35547526	ENSG00000105677
1	85318481	85578363	ENSG00000153904
2	200585868	200677064	ENSG00000138356
4	77511753	77611834	ENSG00000156234
19	54307070	54313139	ENSG00000187116
15	89784889	89815401	ENSG00000166825
19	12688053	12696643	ENSG00000132004
5	10353703	10440388	ENSG00000145495
2	74513463	74517147	ENSG00000115297
X	54192823	54358642	ENSG00000196632
19	54333185	54339150	ENSG00000239961
2	38981396	39124345	ENSG00000115904
5	151822513	151924842	ENSG00000145888
20	63708864	63739103	ENSG00000273154
17	42968088	42980433	ENSG00000267060
1	50960745	50974633	ENSG00000123080
19	12687998	12688422	ENSG00000283980
20	63659300	63698684	ENSG00000026036
6	146598965	146815462	ENSG00000118492
CHR_HSCHR6_MHC_DBB_CTG1	30898895	30904817	ENSG00000226384
5	171387116	171411137	ENSG00000181163
9	130713946	130887675	ENSG00000097007
16	3725054	3880726	ENSG00000005339
14	74941834	74955784	ENSG00000119630
5	149345430	149354583	ENSG00000164284
1	94148988	94275068	ENSG00000137962
CHR_HSCHR16_1_CTG1	15788326	15942169	ENSG00000276480
8	144148016	144261940	ENSG00000179832
20	63743666	63831244	ENSG00000130584
CHR_HSCHR6_MHC_QBL_CTG1	32111446	32129586	ENSG00000254875
20	33358839	33401561	ENSG00000101391
2	113067970	113075850	ENSG00000136697
19	48880965	48898733	ENSG00000104804
20	63696651	63698684	ENSG00000243509
CHR_HSCHR6_MHC_QBL_CTG1	32122191	32125889	ENSG00000244444
17	42950526	42964498	ENSG00000266967
19	36445119	36489902	ENSG00000186017
1	944204	959309	ENSG00000188976
20	63736283	63739103	ENSG00000203896
14	37589984	37596059	ENSG00000129514
8	143636013	143656418	ENSG00000183309
10	121957088	121975217	ENSG00000107672
14	37595847	38041442	ENSG00000139865
9	91213815	91361913	ENSG00000148090
19	52012765	52030240	ENSG00000142556
X	51743431	51746232	ENSG00000189369
19	1354711	1378431	ENSG00000160953
19	37217926	37248738	ENSG00000188283
9	135663322	135666422	ENSG00000148386
1	59893308	59926790	ENSG00000134716
22	31436977	31496108	ENSG00000184708
12	53506688	53625979	ENSG00000267281
1	51102221	51148086	ENSG00000204006
CHR_HSCHR5_2_CTG1_1	69709074	69726961	ENSG00000278839
12	53506690	53507638	ENSG00000139574
18	74148511	74160530	ENSG00000075336
20	63698642	63708025	ENSG00000101246
9	135693407	135699528	ENSG00000165643
3	44874608	44914990	ENSG00000163810
12	53507856	53626410	ENSG00000170653
9	91409045	91423862	ENSG00000165030
1	51236271	51273455	ENSG00000123091
1	923928	944581	ENSG00000187634
CHR_HSCHR6_MHC_QBL_CTG1	32105963	32111974	ENSG00000206331
1	94418455	94518666	ENSG00000117528
20	62841115	62861763	ENSG00000101190
19	37093019	37210512	ENSG00000267360
12	57819927	57846739	ENSG00000175215
10	70247329	70283676	ENSG00000148734
2	233354507	233472104	ENSG00000077044
19	37007857	37130314	ENSG00000197050
10	37125788	37384111	ENSG00000148513
7	45157791	45186302	ENSG00000122679
14	75002911	75012366	ENSG00000119718
5	178130996	178150565	ENSG00000145916
2	241584405	241637449	ENSG00000176946
CHR_HSCHR6_MHC_DBB_CTG1	32369461	32382615	ENSG00000229741
17	42950526	42980528	ENSG00000108825
17	20449395	20467539	ENSG00000170298
19	34404384	34426168	ENSG00000126249
2	10721100	10785110	ENSG00000143882
5	1798386	1801366	ENSG00000171421
11	59938432	59957480	ENSG00000284873
17	81509971	81523847	ENSG00000184009
19	36510695	36528660	ENSG00000254004
11	59964033	59970146	ENSG00000285010
19	37181579	37218153	ENSG00000245680
4	73481683	73504001	ENSG00000079557
3	129528640	129535169	ENSG00000163914
8	35235457	35796550	ENSG00000156687
19	52064466	52095765	ENSG00000197608
19	36604817	36634113	ENSG00000161298
6	131708684	131711017	ENSG00000236761
16	30443631	30446181	ENSG00000179918
6	131699644	131701401	ENSG00000180658
4	82422564	82430408	ENSG00000152795
4	77713387	77819615	ENSG00000138767
6	53929982	54266280	ENSG00000146147
3	129543214	129551467	ENSG00000178804
6	131628442	131747418	ENSG00000154269
19	52031379	52095738	ENSG00000256087
1	161364731	161367874	ENSG00000188931
17	82031624	82034204	ENSG00000169750
6	33075926	33087201	ENSG00000223865
12	106977291	106987166	ENSG00000120832
12	111360651	111369121	ENSG00000198324
1	109062486	109076002	ENSG00000197780
1	225919877	225924340	ENSG00000143811
9	112040785	112175408	ENSG00000106868
12	106955719	106978778	ENSG00000151135
2	234493041	234497053	ENSG00000188042
12	7123684	7128942	ENSG00000139194
12	12974864	13000273	ENSG00000013583
19	40750637	40765389	ENSG00000077312
1	149839538	149841193	ENSG00000203811
1	149832659	149839767	ENSG00000270882
12	12940775	12952147	ENSG00000111291
11	60924463	60937159	ENSG00000006118
3	47282917	47346816	ENSG00000114648
11	60913874	60923443	ENSG00000110108
19	40740856	40751553	ENSG00000188493
22	50217689	50244992	ENSG00000128159
CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1	54771198	54780682	ENSG00000278414
1	225845536	225882369	ENSG00000196187
12	110910819	110920722	ENSG00000111245
1	149782671	149792518	ENSG00000150337
CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1	54754673	54769220	ENSG00000278731
19	35758143	35771028	ENSG00000167595
16	76553417	76819624	ENSG00000261833
19	4343527	4360086	ENSG00000008382
19	571277	583493	ENSG00000172270
1	1081818	1116361	ENSG00000131591
5	123344885	123423592	ENSG00000168944
5	139442316	139462707	ENSG00000279686
12	39293228	39443390	ENSG00000139116
13	51813347	51845175	ENSG00000281106
1	19338776	19485539	ENSG00000077549
CHR_HSCHR8_3_CTG1	7420832	7422292	ENSG00000273641
9	133250401	133275219	ENSG00000175164
12	75275979	75390928	ENSG00000180881
13	51763951	51845159	ENSG00000285444
14	34752731	34875647	ENSG00000198604
1	225777813	225790466	ENSG00000143742
6	33004178	33009612	ENSG00000204252
3	186635969	186653141	ENSG00000090512
7	127652180	128092609	ENSG00000197157
5	78485215	78770021	ENSG00000145685
13	51584455	51767707	ENSG00000139668
CHR_HSCHR8_3_CTG1	7406786	7408809	ENSG00000275444
7	128027071	128032107	ENSG00000128594
CHR_HSCHR6_MHC_MCF_CTG1	30137399	30143406	ENSG00000236808
5	115828200	115841858	ENSG00000145782
2	202073289	202205203	ENSG00000182329
1	40450102	40463718	ENSG00000187801
19	56397966	56436035	ENSG00000198440
5	115841481	115914081	ENSG00000177879
12	49707725	49764934	ENSG00000139644
3	184031544	184039369	ENSG00000186090
CHR_HSCHR19LRC_LRC_J_CTG3_1	54094681	54102740	ENSG00000276982
CHR_HSCHR19LRC_COX2_CTG3_1	54190866	54195141	ENSG00000274796
CHR_HG2030_PATCH	133338471	133348279	ENSG00000281022
CHR_HSCHR19LRC_LRC_J_CTG3_1	55077480	55096373	ENSG00000273944
CHR_HSCHR19LRC_LRC_I_CTG3_1	54094681	54102740	ENSG00000278533
CHR_HSCHR19LRC_COX1_CTG3_1	54069947	54081380	ENSG00000276604
CHR_HSCHR22_1_CTG7	23782283	23783958	ENSG00000267954
CHR_HSCHR19LRC_COX2_CTG3_1	54094681	54102740	ENSG00000275644
CHR_HSCHR19LRC_LRC_T_CTG3_1	54201473	54208260	ENSG00000274005
1	77979542	78138449	ENSG00000137960
19	50505998	50511353	ENSG00000161677
14	100725705	100738224	ENSG00000185559
19	50415799	50428409	ENSG00000142539
12	121237691	121298308	ENSG00000110931
6	138773509	138793319	ENSG00000024862
6	138725211	138773652	ENSG00000279968
6	138403531	138422197	ENSG00000051620
3	196214222	196287957	ENSG00000161217
3	196291219	196318299	ENSG00000213123
12	121000486	121016502	ENSG00000157895
16	89969773	89972832	ENSG00000177946
11	61102395	61127852	ENSG00000110448
12	120710435	120723640	ENSG00000175970
2	196133566	196176503	ENSG00000081320
19	16829400	16880353	ENSG00000127511
12	120578764	120581398	ENSG00000167272
16	2025356	2039026	ENSG00000065054
4	88725955	89111398	ENSG00000138640
1	248649838	248655528	ENSG00000187701
X	85092287	85243961	ENSG00000184788
1	247895587	247896531	ENSG00000238243
12	190077	214570	ENSG00000111181
1	247738615	247739559	ENSG00000153230
1	247449118	247458105	ENSG00000177535
12	132918308	132956306	ENSG00000196458
1	154974653	154979249	ENSG00000173207
2	206175316	206218047	ENSG00000183671
1	161098361	161100346	ENSG00000162755
1	44137821	44141631	ENSG00000283039
12	56951431	56959374	ENSG00000139547
12	132623753	132687365	ENSG00000177084
12	56752161	56787790	ENSG00000025423
16	89912119	89920977	ENSG00000258839
12	132603150	132610543	ENSG00000204583
9	120792403	120799918	ENSG00000214654
1	27534035	27604431	ENSG00000126705
19	4675224	4724673	ENSG00000142002
1	182573634	182589256	ENSG00000135828
1	240775515	241357230	ENSG00000182901
1	27392644	27395814	ENSG00000181773
12	119667753	119681630	ENSG00000111725
6	73461578	73509236	ENSG00000135297
12	8032703	8055503	ENSG00000065970
6	1609972	1613897	ENSG00000054598
8	66432486	66518524	ENSG00000285791
8	66429028	66430733	ENSG00000179041
1	27355184	27366892	ENSG00000142733
1	236795281	236903981	ENSG00000116984
8	145052378	145066685	ENSG00000182307
CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1	54813971	54828213	ENSG00000276820
12	50084972	50100712	ENSG00000066117
7	107563484	107578464	ENSG00000105865
12	56521929	56596196	ENSG00000076067
X	80670854	80809688	ENSG00000165288
20	59123381	59259113	ENSG00000124203
1	160024953	160031991	ENSG00000143315
1	71063291	71081297	ENSG00000132485
5	177301461	177312757	ENSG00000213347
19	10572671	10587315	ENSG00000129354
1	151131685	151146664	ENSG00000143434
7	151028422	151047782	ENSG00000197150
11	124883691	124898500	ENSG00000154133
X	80335504	80445311	ENSG00000174016
2	99154955	99163157	ENSG00000144182
6	89080751	89085160	ENSG00000146278
2	46616416	46625742	ENSG00000119878
3	9731729	9748018	ENSG00000156983
4	79225694	79326050	ENSG00000156269
CHR_HSCHR6_MHC_QBL_CTG1	32397298	32402508	ENSG00000206308
10	88664441	88678814	ENSG00000182333
17	29560547	29567137	ENSG00000168792
CHR_HSCHR6_MHC_APD_CTG1	32257772	32262529	ENSG00000237052
13	30906191	30925572	ENSG00000102802
6	163414000	163578596	ENSG00000112531
8	144393229	144409349	ENSG00000071894
12	122752774	122771064	ENSG00000139726
CHR_HSCHR6_MHC_MCF_CTG1	31763228	31779696	ENSG00000236063
9	15163622	15307360	ENSG00000155158
12	108522580	108561400	ENSG00000075856
7	1232907	1237318	ENSG00000164853
1	45500053	45513382	ENSG00000132763
19	56774547	56840729	ENSG00000269699
2	74833981	74893359	ENSG00000159399
1	162069774	162370475	ENSG00000198929
6	31580525	31582522	ENSG00000227507
19	43584369	43596135	ENSG00000167378
19	43554692	43593036	ENSG00000268361
1	162373203	162376870	ENSG00000171722
19	56661981	56671783	ENSG00000127903
12	75480680	75503853	ENSG00000139278
7	1152071	1160759	ENSG00000178381
19	43506719	43527244	ENSG00000105755
18	11851396	11854449	ENSG00000255112
2	154698299	154858352	ENSG00000162989
1	161706972	161714352	ENSG00000132185
1	151540305	151583583	ENSG00000143367
16	77199397	77213215	ENSG00000205078
10	87859161	87863437	ENSG00000227268
19	16630751	16660442	ENSG00000214046
6	80106647	80346270	ENSG00000083123
1	161541759	161550737	ENSG00000203747
6	33064569	33080775	ENSG00000231389
7	128241284	128257628	ENSG00000174697
17	19648136	19677598	ENSG00000072210
1	149852619	149854274	ENSG00000203852
5	179550558	179610026	ENSG00000176783
19	20776304	20807322	ENSG00000160229
5	139448556	139462743	ENSG00000249751
3	140678039	140701150	ENSG00000155890
11	73308289	73369388	ENSG00000110237
1	26281328	26318363	ENSG00000158062
17	47941506	47949308	ENSG00000108439
1	37692418	37709719	ENSG00000134690
4	78776342	78916372	ENSG00000138756
19	1438358	1440494	ENSG00000115268
11	67428460	67435408	ENSG00000175634
19	56219670	56368383	ENSG00000131848
21	29194071	29630751	ENSG00000156273
5	147234963	147387852	ENSG00000169302
X	102513676	102516784	ENSG00000158164
9	124777158	124814885	ENSG00000185585
9	128455186	128501292	ENSG00000136811
1	224434660	224740549	ENSG00000143786
14	52004803	52069228	ENSG00000087303
3	45689056	45745424	ENSG00000211456
19	12791496	12793315	ENSG00000171223
12	110719680	110742939	ENSG00000186298
19	10553078	10566037	ENSG00000129347
10	94333226	94362959	ENSG00000173145
14	34706769	34714823	ENSG00000165410
CHR_HSCHR6_MHC_DBB_CTG1	32818694	32822680	ENSG00000230034
12	122471600	122501073	ENSG00000033030
1	161229666	161238302	ENSG00000143257
19	56189570	56197920	ENSG00000197213
6	52186375	52190638	ENSG00000112115
21	29536933	29940033	ENSG00000171189
1	151399534	151401944	ENSG00000159377
19	56176020	56185775	ENSG00000197487
5	156919282	156963255	ENSG00000145850
9	111896766	111935369	ENSG00000148154
CHR_HSCHR6_MHC_DBB_CTG1	32823186	32831955	ENSG00000224212
19	12833951	12874951	ENSG00000105613
CHR_HSCHR6_MHC_MANN_CTG1	30662345	30671031	ENSG00000226111
5	90515611	90529584	ENSG00000176018
7	95297676	95324707	ENSG00000005421
14	72969451	73027212	ENSG00000165861
8	37843268	37849904	ENSG00000104221
19	37884823	37906677	ENSG00000171804
CHR_HSCHR6_MHC_MCF_CTG1	29823845	29828003	ENSG00000237216
2	228850526	229271285	ENSG00000153823
1	45343883	45491166	ENSG00000070759
12	106301929	106347015	ENSG00000166046
10	60869438	61001440	ENSG00000072422
19	22052452	22091480	ENSG00000197134
X	65588377	65741931	ENSG00000147065
12	47753916	47782753	ENSG00000211584
17	21197280	21214624	ENSG00000178307
12	106063340	106140033	ENSG00000074590
10	103967201	104029233	ENSG00000065613
17	50834650	50842348	ENSG00000173714
11	45648877	45665622	ENSG00000175264
12	105235290	105396097	ENSG00000235162
19	21932958	22010949	ENSG00000160321
11	60850940	60855971	ENSG00000183134
1	40344850	40423326	ENSG00000084070
CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54850443	54867215	ENSG00000275262
2	227979950	228181645	ENSG00000153820
12	12813316	12829981	ENSG00000213782
Y	5000226	5742224	ENSG00000099715
19	11374685	11376951	ENSG00000173928
6	160991727	161117385	ENSG00000085511
1	151364302	151372733	ENSG00000143416
12	12715058	12722371	ENSG00000111276
1	224175756	224193441	ENSG00000143753
3	36712422	36764349	ENSG00000163673
X	102360396	102439932	ENSG00000269437
17	18315310	18328055	ENSG00000176994
7	138460334	138589993	ENSG00000122779
12	105173296	105236238	ENSG00000136044
X	102360395	102471812	ENSG00000284800
17	29255836	29294118	ENSG00000108256
X	102456862	102471842	ENSG00000215029
2	27282392	27307439	ENSG00000138100
3	111732497	111976517	ENSG00000144824
12	133181409	133214831	ENSG00000090612
19	21804949	21852125	ENSG00000198521
15	71822289	72118577	ENSG00000066933
12	110627841	110704950	ENSG00000122986
8	144354135	144361286	ENSG00000185803
CHR_HSCHR6_MHC_SSTO_CTG1	31488846	31501875	ENSG00000227772
12	47734367	47771040	ENSG00000079337
12	122271432	122422632	ENSG00000130779
19	56132599	56160893	ENSG00000167685
12	52514575	52520687	ENSG00000186081
2	60940222	61018259	ENSG00000162927
1	108837660	108963484	ENSG00000274068
11	73264505	73298617	ENSG00000171631
1	161222292	161223631	ENSG00000158874
19	21722766	21767628	ENSG00000197020
11	124752583	124762290	ENSG00000149564
4	99304964	99352760	ENSG00000196616
2	233917398	234019522	ENSG00000144481
3	97764521	97801242	ENSG00000113966
14	76786178	76826246	ENSG00000013523
1	161215234	161220699	ENSG00000158869
8	144352219	144354914	ENSG00000261587
19	10512742	10517931	ENSG00000180739
12	133106817	133130473	ENSG00000214029
4	99336492	99353027	ENSG00000248144
8	43140455	43202855	ENSG00000165102
10	114821744	114899832	ENSG00000151553
2	227805739	227817564	ENSG00000115009
1	223779899	223845972	ENSG00000143514
12	12611827	12645108	ENSG00000111269
1	99708632	99766631	ENSG00000156869
1	108815898	108858228	ENSG00000162641
17	81703357	81707526	ENSG00000262814
CHR_HSCHR6_MHC_QBL_CTG1	32142341	32147792	ENSG00000206315
6	117265558	117273565	ENSG00000170162
6	28570535	28616212	ENSG00000232040
12	133079838	133107544	ENSG00000196387
6	116877212	116932163	ENSG00000185002
12	52468516	52473785	ENSG00000170465
13	36168794	36297842	ENSG00000250709
7	94907202	95296415	ENSG00000158528
2	48529383	48598513	ENSG00000243244
11	60729304	60744212	ENSG00000214782
11	114439386	114450279	ENSG00000076043
14	64746283	64879907	ENSG00000070182
12	38646822	38907430	ENSG00000139117
19	43211791	43269530	ENSG00000183668
17	9910609	10198551	ENSG00000007237
5	132556019	132646344	ENSG00000113522
7	31337461	31340894	ENSG00000164600
16	1790413	1794971	ENSG00000099769
12	110501655	110532086	ENSG00000151164
14	64503712	64533690	ENSG00000126804
2	225399710	225654018	ENSG00000144460
19	45782947	45792802	ENSG00000185800
19	19865886	19894674	ENSG00000256771
6	79914812	79947580	ENSG00000118402
2	227666804	227667061	ENSG00000284667
5	115578650	115602479	ENSG00000243414
5	115613508	115632992	ENSG00000134970
CHR_HSCHR2_1_CTG7_2	168939927	168953422	ENSG00000276582
KI270711.1	4612	29626	ENSG00000271254
CHR_HSCHR15_4_CTG8	31152534	31312750	ENSG00000274965
CHR_HSCHR19LRC_LRC_T_CTG3_1	54850138	54857077	ENSG00000273916
CHR_HG2030_PATCH	133255323	133275362	ENSG00000281879
CHR_HSCHR19LRC_LRC_I_CTG3_1	54102906	54107026	ENSG00000276766
CHR_HSCHR15_4_CTG8	31055318	31094547	ENSG00000276787
CHR_HSCHR15_4_CTG8	31092912	31142971	ENSG00000277086
12	121839527	121863596	ENSG00000158104
9	105662457	105663112	ENSG00000186051
12	121308245	121399896	ENSG00000089053
6	138795926	138904070	ENSG00000203734
12	280129	389454	ENSG00000073614
1	77562416	77683419	ENSG00000036549
1	155277583	155289848	ENSG00000143630
1	155247205	155255483	ENSG00000160767
14	100376418	100530303	ENSG00000176473
19	13862063	13880757	ENSG00000187556
12	120762510	120904371	ENSG00000157837
X	85244032	85273362	ENSG00000147180
12	57055643	57088063	ENSG00000166881
17	32350117	32381886	ENSG00000010244
17	79022814	79049788	ENSG00000173918
X	83861126	83886699	ENSG00000183035
